date,round,meal_id,item_name,quantity,measure,esha_code,gov_code,cals_kcal,prot_g,carb_g,tot_fib_g,tot_sol_fib_g,tot_insol_fib_g,sugar_g,sug_add_g,fat_g,mono_fat_g,poly_fat_g,trans_fat_g,sat_fat_g,vit_a_iu_iu,calc_mg,omega3_g,omega6_g,iron_mg,iodine_mcg,copp_mg,magn_mg,pot_mg,sel_mcg,sod_mg,zinc_mg,vit_c_mg,vit_b12_mcg,vit_b6_mg,vit_b3_ne_mg,vit_b3_mg,vit_b2_mg,vit_b1_mg,vit_d_iu_iu,gly_indx,gly_load,wgt_g,fat_cals_kcal,sat_cals_kcal,tfa_cals_kcal,carb_avail_g,starch_g,fib_16_g,sol_fib_16_g,insol_fib_16_g,non_digest_carb_g,sol_non_digest_carb_g,insol_non_digest_carb_g,mon_sac_g,galac_g,gluc_g,fruct_g,disacc_g,lact_g_70,sucr_g,malt_g,o_carb_g,net_carb_g,sala_g,chol_mg,water_g,ash_g,k_j_k_j,vit_a_rae_mcg,vit_a_re_mcg,caroten_mcg,retinol_mcg,alpha_caro_mcg,beta_caro_mcg,beta_caro_eq_mcg,biot_mcg,vit_d_mcg_mcg,vit_e_a_toco_mg,vit_e_a_te_mg,vit_e_iu_iu,vit_e_mg_mg,folate_mcg,fol_acid_mcg,fol_dfe_mcg_dfe,fol_food_mcg,crypto_mcg,vit_k_mcg,panto_mg,boron_mcg,chlor_mg,chrom_mcg,fluor_mg,mang_mg,moly_mcg,phos_mg,salt_g,x4_0_g,x6_0_g,x8_0_g,x10_0_g,x12_0_g,x14_0_g,x15_0_g,x16_0_g,x17_0_g,x18_0_g,x20_0_g,x22_0_g,x24_0_g,x14_1_g,x15_1_g,x16_1_g,x17_1_g,x18_1_g,x20_1_g,x22_1_g,x24_1_g,x18_2_g,x18_3_g,x18_4_g,x20_3_g,x20_4_g,x20_5_g,x22_5_g,x22_6_g,ala_g,arg_g,asp_g,cys_g,glu_g,gly_g,his_g,iso_g,leu_g,lys_g,met_g,phe_g,pro_g,ser_g,thr_g,trp_g,tyr_g,val_g,alc_g,caff_mg,art_sw_mg,aspar_mg,sacch_mg,sug_al_g,eryth_g,glyc_g,inos_g,lacti_g,malti_g,mann_g,sorb_g,xylit_g,org_ac_g,acet_g,citr_g,lact_g_172,malic_g,chln_mg,tau_g,lut_zea_mcg,lycopene_mcg,sulfites_ppm_ppm,sulfites_mg_mg,mp_grain_oz_eq,mp_veg_c,mp_fruit_c,mp_dairy_c,mp_prot_oz_eq,xx_alc,xx_lean_meat,xx_veg,xx_starch,xx_o_carb,xx_non_fat_milk,xx_fruit,xx_fat,file,fdc_id,lact_g_69,lact_g_171,lact_g_68,lact_g_170,comments,lact_g_71,lact_g_173,notes_on_portion_size,lact_g_72,lact_g_174,size,portion,portion_size_notes,lact_g_73,lact_g_175,day,first_day,last_day,day_of_round,weekend,time_shift
12/12/20,1,6,"lunchmeat, turkey",4,Ounce-weight,157193,25230780,120.2,16.79,2.49,0,0,0,1.03,0,4.28,1.3,1.16,NA,1.03,NA,15.88,0.07,1.06,0.48,NA,0.03,21.55,420.71,14.74,1018.31,1.07,0,0.42,0.46,8.11,8.11,0.16,0.04,9.07,NA,NA,113.4,38.48,9.25,NA,2.49,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.46,2.49,NA,55.57,86.16,3.67,502.93,0,NA,NA,0,0,0,NA,NA,0.23,0.15,NA,NA,NA,4.54,0,4.54,4.54,0,0,NA,NA,NA,NA,NA,NA,NA,282.36,NA,0,0,0,0,0,0.03,NA,0.7,NA,0.27,NA,NA,NA,NA,NA,0.13,NA,1.14,0.02,0,NA,1,0.06,0,NA,0.06,0,0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.13,NA,0,0,NA,NA,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/12/20,12/11/20,12/24/20,2,TRUE,FALSE
12/12/20,1,6,mayonnaise,1,Tablespoon,120064,83107000,102,0.14,0.09,0,0,0,0.09,0,11.23,2.53,6.7,NA,1.76,NA,1.2,0.82,5.88,0.03,NA,0,0.15,3,0.35,95.25,0.02,0,0.02,0,0,0,0,0,1.2,NA,NA,15,101.05,15.8,NA,0.09,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0.09,NA,6.3,3.25,0.3,426.77,2.4,NA,NA,2.25,0,0.9,NA,NA,0.03,0.49,NA,NA,NA,0.75,0,0.75,0.75,0.6,24.45,NA,NA,NA,NA,NA,NA,NA,3.15,NA,0,0,0,0,0,0.01,NA,1.19,NA,0.46,NA,NA,NA,NA,NA,0.01,NA,2.47,0.04,0,NA,5.87,0.82,0,NA,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,5.13,NA,1.8,0,NA,NA,0,0,0,0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/12/20,12/11/20,12/24/20,2,TRUE,FALSE
12/12/20,1,7,"rice, white, cooked",2-Jan,Cup,117370,56205008,101.91,2.11,22.11,0.32,NA,NA,0.04,0,0.22,0.07,0.06,NA,0.06,NA,7.9,0.01,0.05,0.94,NA,0.05,9.48,27.65,5.92,193.55,0.39,0,0,0.07,1.16,1.16,0.01,0.13,0,NA,NA,79,1.99,0.55,NA,21.8,NA,0.32,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,21.76,21.8,NA,0,53.73,0.83,426.39,0,NA,NA,0,0,0,NA,NA,0,0.03,NA,NA,NA,45.82,43.45,76.23,2.37,0,0,NA,NA,NA,NA,NA,NA,NA,33.97,NA,0,0,0,0,0,0,NA,0.05,NA,0,NA,NA,NA,0,0,0,0,0.07,0,0,0,0.05,0.01,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,0,0,NA,NA,0.96,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/12/20,12/11/20,12/24/20,2,TRUE,FALSE
12/12/20,1,7,"chicken, roasted, skinless",1.5,Ounce-weight,114292,24102020,70.17,11.62,0,0,0,0,0,0,2.26,0.81,0.44,NA,0.58,NA,3.4,0.02,0.39,0.34,NA,0.02,11.06,132.25,12.33,150.11,0.65,0,0.12,0.28,3.45,3.45,0.09,0.04,1.7,0,0,42.52,20.36,5.23,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,48.9,28.04,0.6,293.57,3.4,NA,NA,3.4,0,0,NA,NA,0.04,0.2,NA,NA,NA,2.55,0,2.55,2.55,0,0.81,NA,NA,NA,NA,NA,NA,NA,94.83,NA,0,0,0,0.01,0,0.01,NA,0.43,NA,0.13,NA,NA,NA,NA,NA,0.11,NA,0.68,0.01,0,NA,0.36,0.02,0,NA,0.03,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,31.47,NA,0,0,NA,NA,0,0,0,0,1.49,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/12/20,12/11/20,12/24/20,2,TRUE,FALSE
12/12/20,1,7,"broccoli, fresh",2-Jan,Cup,118947,72201100,14.96,1.24,2.92,1.14,NA,NA,0.75,0,0.16,0.01,0.05,NA,0.05,NA,20.68,0.03,0.02,0.32,NA,0.02,9.24,139.04,1.1,14.52,0.18,39.25,0,0.08,0.28,0.28,0.05,0.03,0,NA,NA,44,1.47,0.45,NA,1.78,NA,1.14,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.03,1.78,NA,0,39.29,0.38,62.59,13.64,NA,NA,0,11,158.84,NA,NA,0,0.34,NA,NA,NA,27.72,0,27.72,27.72,0.44,44.7,NA,NA,NA,NA,NA,NA,NA,29.04,NA,0,0,0,0,0,0,NA,0.04,NA,0.01,NA,NA,NA,NA,NA,0,NA,0.01,0,0,NA,0.02,0.03,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.23,NA,617.32,0,NA,NA,0,0.55,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/12/20,12/11/20,12/24/20,2,TRUE,FALSE
12/12/20,1,7,soy sauce,2,Tablespoon,116346,41420300,16.96,2.6,1.58,0.26,NA,NA,0.13,0,0.18,0.03,0.08,NA,0.02,NA,10.56,0.01,0.07,0.46,NA,0.01,23.68,139.2,0.16,1757.76,0.28,0,0,0.05,0.7,0.7,0.05,0.01,0,NA,NA,32,1.64,0.21,NA,1.32,NA,0.26,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.19,1.32,NA,0,22.77,4.87,70.96,0,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,4.48,0,4.48,4.48,0,0,NA,NA,NA,NA,NA,NA,NA,53.12,NA,0,0,0,0,0,0,NA,0.02,NA,0,NA,NA,NA,NA,NA,0,NA,0.03,0,0,NA,0.07,0.01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/12/20,12/11/20,12/24/20,2,TRUE,FALSE
12/13/20,1,8,"cereal, Cocoa Puffs",1.5,Cup,117460,57128000,206.82,3.02,45.2,3.08,NA,NA,20.09,19.53,2.81,0.92,1.13,NA,0.54,NA,199.8,0.17,0.96,9.02,NA,0.08,31.86,146.88,3.51,304.56,7.51,11.99,3.02,1,9.99,9.99,0.86,0.76,79.92,NA,NA,54,25.27,4.86,NA,42.12,NA,3.08,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,22.03,42.12,NA,0,0.97,2,865.33,284.58,NA,NA,281.34,18.36,28.08,NA,NA,2,0.38,NA,NA,NA,199.8,189.54,332.48,10.26,0,1.13,NA,NA,NA,NA,NA,NA,NA,119.88,NA,0,0,0,0,0,0,NA,0.36,NA,0.15,NA,NA,NA,0,0,0,0,0.9,0.01,0,0,0.96,0.17,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.59,NA,396.9,0,NA,NA,1.05,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/13/20,12/11/20,12/24/20,3,TRUE,FALSE
12/13/20,1,8,"milk, 2%",9,Fluid ounce,135536,11112110,137.25,9.2,13.48,0,0,0,13.42,0,5.22,1.1,0.16,NA,3.05,NA,345.87,0.02,0.14,0,NA,0,32.94,436.46,4.94,107.06,1.18,0.55,1.51,0.17,0.31,0.31,0.38,0.16,120.78,NA,NA,274.5,46.94,27.42,NA,13.48,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.05,13.48,NA,21.96,244.58,2.03,574.25,227.84,NA,NA,227.84,0,8.24,NA,NA,3.02,0.08,NA,NA,NA,5.49,0,5.49,5.49,0,0.55,NA,NA,NA,NA,NA,NA,NA,282.74,NA,0.11,0.09,0.06,0.13,0.16,0.5,NA,1.41,NA,0.51,NA,NA,NA,0,0,0.07,0,1.02,0,0,0,0.13,0.02,0,0,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.96,NA,0,0,NA,NA,0,0,0,1.13,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/13/20,12/11/20,12/24/20,3,TRUE,FALSE
12/14/20,1,9,"oatmeal, instant, plain, prepared with water",0.25,Cup,158469,56203085,52.8,1.32,7.64,1.08,NA,NA,0.17,0,2.22,0.69,0.52,NA,0.85,NA,40.2,0.03,0.48,2.72,NA,0.04,14.4,40.8,2.58,39,0.28,0,0,0.03,0.11,0.11,0.01,0.04,0,NA,NA,60,19.98,7.68,NA,6.56,NA,1.08,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6.4,6.56,NA,2.4,48.43,0.38,220.92,99,NA,NA,98.4,0,6.6,NA,NA,0,0.23,NA,NA,NA,3.6,0,3.6,3.6,0,1.08,NA,NA,NA,NA,NA,NA,NA,46.8,NA,0.04,0.02,0.01,0.03,0.03,0.09,NA,0.44,NA,0.17,NA,NA,NA,NA,NA,0.01,NA,0.67,0.01,0,NA,0.48,0.03,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,NA,0,0,NA,NA,0.39,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/14/20,12/11/20,12/24/20,4,FALSE,FALSE
12/14/20,1,10,"cookie, oatmeal, with raisins",2-Jan,Each,116860,53233010,67.5,0.93,10.3,0.42,NA,NA,3.7,3.09,2.71,1.5,0.38,NA,0.68,NA,5.55,0.02,0.36,0.39,NA,0.02,4.95,21.3,1.47,78,0.12,0.07,0,0.01,0.33,0.33,0.03,0.04,0,NA,NA,15,24.44,6.1,NA,9.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.19,9.88,NA,0,0.86,0.2,282.42,0.75,NA,NA,0.75,0,0,NA,NA,0,0.04,NA,NA,NA,8.85,7.8,14.31,1.05,0,1.2,NA,NA,NA,NA,NA,NA,NA,20.7,NA,0,0,0,0,0,0.01,NA,0.36,NA,0.3,NA,NA,NA,0,0,0,0,1.5,0,0,0,0.36,0.02,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,4.65,0,NA,NA,0.43,0,0.01,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/14/20,12/11/20,12/24/20,4,FALSE,FALSE
12/15/20,1,11,"plantain, cooked",1,Each,162149,71900200,324,2.83,69.46,3.6,NA,NA,38.14,0,7.29,2.74,2.69,NA,0.89,NA,6.75,0.33,2.36,1.21,NA,0.16,78.75,1059.75,3.38,261,0.4,33.97,0,0.47,1.39,1.39,0.16,0.12,0,NA,NA,225,65.61,8.04,NA,65.86,NA,3.6,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,27.72,65.86,NA,0,142.02,3.4,1355.62,117,NA,NA,0,906.75,945,NA,NA,0,0.76,NA,NA,NA,40.5,0,40.5,40.5,0,70.42,NA,NA,NA,NA,NA,NA,NA,69.75,NA,0,0,0,0,0,0,NA,0.64,NA,0.21,NA,NA,NA,NA,NA,0.02,NA,2.68,0.03,0,NA,2.36,0.33,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.47,NA,63,0,NA,NA,0,1.33,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/15/20,12/11/20,12/24/20,5,FALSE,FALSE
12/15/20,1,11,cheese,2,Ounce-weight,156464,14010000,208.65,11.58,2.83,0,0,0,1.53,0,16.79,3.81,0.63,NA,9.46,NA,552.25,0.07,0.55,0.27,NA,0.02,17.01,92.99,13.32,512.56,1.75,0,0.7,0.05,0.06,0.06,0.25,0.02,68.04,NA,NA,56.7,151.15,85.18,NA,2.83,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1.31,2.83,NA,51.6,22.67,2.82,873,168.96,NA,NA,163.86,0,56.13,NA,NA,1.7,0.45,NA,NA,NA,11.34,0,11.34,11.34,5.1,1.53,NA,NA,NA,NA,NA,NA,NA,329.99,NA,0.32,0.27,0.17,0.42,0.48,1.53,NA,4.33,NA,1.66,NA,NA,NA,0,0,0.25,0,3.53,0.03,0,0,0.53,0.06,0,0,0.02,0,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.72,NA,13.61,0,NA,NA,0,0,0,1.33,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/15/20,12/11/20,12/24/20,5,FALSE,FALSE
12/15/20,1,11,"egg, boiled",2,Medium,116060,31103010,125.84,11.05,0.63,0,0,0,0.33,0,8.37,3.22,1.68,NA,2.75,NA,49.28,0.1,1.53,1.54,NA,0.06,10.56,121.44,27.02,124.96,1.14,0,0.62,0.14,0.06,0.06,0.38,0.03,70.4,NA,NA,88,75.32,24.76,NA,0.63,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.63,NA,327.36,67.01,0.93,526.51,140.8,NA,NA,140.8,0,0,NA,NA,1.76,0.92,NA,NA,NA,30.8,0,30.8,30.8,7.92,0.26,NA,NA,NA,NA,NA,NA,NA,174.24,NA,0,0,0,0.01,0,0.03,NA,1.96,NA,0.71,NA,NA,NA,NA,NA,0.18,NA,3,0.02,0,NA,1.37,0.04,0,NA,0.17,0,0.01,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.8,NA,442.64,0,NA,NA,0,0,0,0,1.76,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/15/20,12/11/20,12/24/20,5,FALSE,FALSE
12/15/20,1,12,"soup, ramen noodle, Oodles of Noodles",86,Gram,127209,58407030,57.62,1.33,7.89,0.34,NA,NA,0.26,0,2.3,0.81,0.29,NA,1.06,NA,5.16,0.01,0.28,0.53,NA,0.02,4.3,24.08,3.01,245.96,0.09,0,0.03,0,0.64,0.64,0.03,0.05,0,NA,NA,86,20.74,9.56,NA,7.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.28,7.54,NA,0,73.69,0.78,241.08,0,NA,NA,0,0,0.86,NA,NA,0,0.32,NA,NA,NA,10.32,6.02,14.53,4.3,0,1.2,NA,NA,NA,NA,NA,NA,NA,14.62,NA,0,0,0,0,0.01,0.02,NA,0.92,NA,0.09,NA,NA,NA,NA,NA,0,NA,0.8,0,0,NA,0.28,0.01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,NA,2.58,0,NA,NA,0.38,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/15/20,12/11/20,12/24/20,5,FALSE,FALSE
12/15/20,1,12,"crackers, butter, Club",30,Gram,157942,54301010,153,1.99,18.39,0.69,NA,NA,2.45,2.13,7.93,1.97,3.94,NA,1.67,NA,36,0.46,3.47,1.21,NA,0.03,5.4,35.4,2.01,217.8,0.15,0,0,0.02,1.31,1.31,0.14,0.12,0,NA,NA,30,71.36,15.02,NA,17.7,NA,0.69,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,15.25,17.7,NA,0,0.94,0.75,640.15,0,NA,NA,0,0,0,NA,NA,0,0.91,NA,NA,NA,27.6,25.2,45.24,2.4,0,20.79,NA,NA,NA,NA,NA,NA,NA,74.4,NA,0,0,0,0,0,0.01,NA,0.95,NA,0.63,NA,NA,NA,NA,NA,0.01,NA,1.92,0.03,0,NA,3.47,0.46,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88,NA,3.6,0,NA,NA,1.23,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/15/20,12/11/20,12/24/20,5,FALSE,FALSE
12/16/20,1,13,"oatmeal, instant, plain, prepared with water",2-Jan,Cup,158469,56203085,105.6,2.64,15.29,2.16,NA,NA,0.34,0,4.44,1.38,1.03,NA,1.71,NA,80.4,0.06,0.97,5.44,NA,0.09,28.8,81.6,5.16,78,0.56,0,0,0.06,0.22,0.22,0.01,0.09,0,NA,NA,120,39.96,15.36,NA,13.13,NA,2.16,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,12.79,13.13,NA,4.8,96.86,0.77,441.83,198,NA,NA,196.8,0,13.2,NA,NA,0,0.46,NA,NA,NA,7.2,0,7.2,7.2,0,2.16,NA,NA,NA,NA,NA,NA,NA,93.6,NA,0.08,0.05,0.03,0.06,0.06,0.18,NA,0.88,NA,0.34,NA,NA,NA,NA,NA,0.03,NA,1.34,0.02,0,NA,0.97,0.06,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.72,NA,0,0,NA,NA,0.78,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/16/20,12/11/20,12/24/20,6,FALSE,FALSE
12/16/20,1,14,peanut butter,1.1,Ounce-weight,116444,42202000,186.17,7.02,6.95,1.5,NA,NA,3.27,1.81,15.94,7.92,3.84,NA,3.15,NA,15.28,0.01,3.82,0.54,NA,0.13,52.7,175.88,1.28,133.78,0.79,0,0,0.14,4.15,4.15,0.06,0.04,0,NA,NA,31.18,143.42,28.35,NA,5.46,NA,1.5,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.18,5.46,NA,0,0.37,0.91,778.94,0,NA,NA,0,0,0,NA,NA,0,2.84,NA,NA,NA,26.82,0,26.82,26.82,0,0.09,NA,NA,NA,NA,NA,NA,NA,105.72,NA,0,0,0,0,0,0.01,NA,1.48,NA,0.67,NA,NA,NA,NA,NA,0.01,NA,7.71,0.18,0.01,NA,3.81,0.01,0,NA,0.01,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.65,NA,0,0,NA,NA,0,0,0,0,1.95,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/16/20,12/11/20,12/24/20,6,FALSE,FALSE
12/16/20,1,14,pretzels,14,Gram,158167,54408000,53.76,1.41,11.25,0.48,NA,NA,0.31,0.25,0.41,0.1,0.18,NA,0.05,NA,3.78,0.01,0.17,0.64,NA,0.02,4.06,31.22,0.62,173.6,0.15,0.29,0,0.01,0.74,0.74,0.05,0.06,0,NA,NA,14,3.69,0.49,NA,10.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.47,10.78,NA,0,0.44,0.49,224.93,0,NA,NA,0,0,0,NA,NA,0,0.07,NA,NA,NA,25.34,20.16,39.45,5.18,0,0.39,NA,NA,NA,NA,NA,NA,NA,17.92,NA,0,0,0,0,0,0,NA,0.04,NA,0.01,NA,NA,NA,NA,NA,0,NA,0.1,0,0,NA,0.17,0.01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13,NA,1.26,0,NA,NA,0.79,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,./../../../clean_data/esha_food_lists/esha_food_list_1.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12/16/20,12/11/20,12/24/20,6,FALSE,FALSE
